"","pm","pb","pp","Um","Ub","Up","wm","wb","wp","Am","Ab","Ap","PB","PP","v","up","dw","delta_t","S0","s1up","s1down","q","Vn"
"66",0.69,0.758448283523321,0.632493704147637,0.53,0.551943958681077,0.522653531786054,0.89,0.742282915334217,0.9446266195504,6.84615384615385,5.70986857949398,7.26635861192615,8.25799867767819,6.26890193537769,0.433639961714378,1.15384655045207,0.866666368771656,3.87796925753355,187589100,216449035.937409,162577164.118143,0.128192868706416,142343751.627247
"67",0.69,0.709498873301782,0.563269362794235,0.53,0.562129839919507,0.476535334084183,0.89,0.816076392130926,1.02864557160065,6.84615384615385,6.27751070869943,7.91265824308189,7.69175567442638,5.33985689808907,0.539289381283554,1.19478409548235,0.836971301996019,7.17552177980542,187589100,224128473.165848,157006693.267261,0.52077801576881,138989752.743917
"68",0.69,0.80138461873401,0.64739729385823,0.53,0.599650068525225,0.466021147295833,0.89,0.798934748487081,0.891919470583089,6.84615384615385,6.14565191143909,6.8609190044853,10.029917358108,7.38793555503728,0.612630214671814,1.22405359615731,0.816957691345638,7.56131178513169,187589100,229619112.454913,153252358.057606,0.445246349670872,133247588.49723
"69",0.69,0.714633146764245,0.561319245407358,0.53,0.537192793991417,0.452965084314346,0.89,0.881864846996032,0.908495806003921,6.84615384615385,6.78357574612332,6.98842927695324,7.26444495129746,4.90799253984918,0.540509106522754,1.19526510402557,0.836634481030252,8.17351933009923,187589100,224218705.125562,156943509.325432,0.695144447239515,141017857.486318
"70",0.69,0.735220227008685,0.651135771265253,0.53,0.603638262953609,0.502290884051472,0.89,0.837401374392211,0.98725316807162,6.84615384615385,6.44154903378624,7.59425513901246,8.97862164844539,7.52637815881722,0.235276699198116,1.0807349411179,0.925296260862644,4.2609566822648,187589100,202734094.942859,173575492.808589,0.840358897407359,163518121.156402
"71",0.69,0.775734018911608,0.540066766282544,0.53,0.57295065863058,0.470482645258307,0.89,0.79403248911025,0.956010617208667,6.84615384615385,6.107942223925,7.35392782468205,8.99722672895906,5.13388235845332,0.852254352332168,1.32477672561563,0.754844179146715,4.87641994096339,187589100,248513673.659182,141600540.206371,-0.13931293512846,101741144.650728
"72",0.69,0.74922349059023,0.659631856074557,0.53,0.56050977692008,0.518756731748581,0.89,0.88813940905733,1.00539852757938,6.84615384615385,6.83184160813331,7.73383482753371,8.29594218606211,6.85913790814526,0.22853689885887,1.07833391276369,0.927356534152833,4.32510209456086,187589100,202283688.194819,173961977.620849,0.904287782523777,164276381.39847
"73",0.69,0.703686842427123,0.601777683766559,0.53,0.544595834184438,0.456759992018342,0.89,0.777221317470539,1.01691606434993,6.84615384615385,5.97862551900415,7.82243126423026,7.24525053695365,5.65730906525269,0.291606023120442,1.10101225407621,0.908255104607388,8.84917332790792,187589100,206537897.831127,170378757.643706,2.01366660722765,163307546.241732
"74",0.69,0.838598180839326,0.538867790680379,0.53,0.555108415130526,0.460278020072728,0.89,0.879492077520117,0.909157960196026,6.84615384615385,6.76532367323167,6.99352277073866,9.59966752846126,4.83913485628993,0.983936767349843,1.38361429977992,0.722744770821651,6.68386912345886,187589100,259550961.242846,135579041.08814,-0.0494956209435099,95819510.0082237
"75",0.69,0.719555088633206,0.618955760644749,0.53,0.582735899016261,0.528481891322881,0.89,0.842537377178669,1.02981943265535,6.84615384615385,6.48105674752822,7.92168794350269,8.27773041154501,6.60041857020064,0.32613292846154,1.11362879338476,0.897965287841207,2.07925008051097,187589100,208904623.085133,168448500.177373,-0.0720819241706454,150746611.859418
"76",0.69,0.804697050782852,0.591296941842884,0.53,0.578631833903491,0.51692353412509,0.89,0.889983131245244,1.00059705444146,6.84615384615385,6.84602408650188,7.69690041878046,9.60282694603623,6.06982464817123,0.79588952896516,1.30036311482133,0.769015968387725,9.67818108946085,187589100,243933946.382529,144259013.395482,0.461846222966245,123106457.959858
"77",0.69,0.794044065237977,0.647139816321433,0.53,0.530593017246574,0.509911821316928,0.89,0.816856129430234,0.890971568510868,6.84615384615385,6.28350868792488,6.8536274500836,8.33505882070747,6.10486377145257,0.505784000647655,1.18164639995463,0.846276855782231,4.94824749231339,187589100,221663984.68573,158752313.727018,0.202055383338256,137235981.324661
"78",0.69,0.879080126243643,0.569195240838453,0.53,0.545241937153041,0.478878042176366,0.89,0.805721228020266,0.934128454793245,6.84615384615385,6.19785560015589,7.18560349840957,9.99446746180616,5.16013397239713,0.993637472654384,1.38805066832596,0.720434795947352,2.01733931154013,187589100,260383175.625666,135145714.980447,-0.438908530016465,73219952.6787304
"79",0.69,0.80174456742825,0.635373686682433,0.53,0.609395897909999,0.482365392930806,0.89,0.879906801586039,0.962140858131461,6.84615384615385,6.76851385835415,7.40108352408816,10.2596570057097,7.35881682573263,0.671571530324302,1.24809526979078,0.801220887703255,3.89298254810274,187589100,234129068.374309,150300305.225455,-0.126723728663671,117231418.342894
"80",0.69,0.728797941966914,0.554046131120995,0.53,0.554836138933897,0.509704816509038,0.89,0.851908687639516,1.02849932570476,6.84615384615385,6.5531437510732,7.91153327465201,7.85006392785252,5.07589191734583,0.643417191720279,1.23655300406506,0.808699664885035,7.75197949633002,187589100,231963865.134862,151703242.306085,0.422733811292454,130964696.608623
"81",0.69,0.80938820380019,0.567049520006403,0.53,0.572036842703819,0.461072631496936,0.89,0.759085195590742,0.942445911997929,6.84615384615385,5.83911688915955,7.24958393844561,9.52776479410228,5.56139039943687,0.868850802417065,1.33205220567204,0.750721327393836,9.04865162633359,187589100,249878474.415033,140827138.156615,0.293355048365214,115013453.128343
"82",0.69,0.69431769387098,0.593301380295306,0.53,0.584930753707886,0.458996118381619,0.89,0.825553528100718,0.96408447757829,6.84615384615385,6.35041175462091,7.41603444290992,7.90054495787011,6.20993691250146,0.331111911780725,1.11546006134985,0.896491084396039,4.08449891582131,187589100,209248148.994563,168171955.679877,0.394203460377421,153409592.643245
